GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born
6037106010,3342,38.2,73.6,14.8,3.6,145,47,77.2,460800,6.3,2.1,25.1,0,3.12,1471 (USD),"$73,650 ",31.5,76.2,21.3,23.8,87.9,20.4,42.1,28.1
6037106020,5937,37.9,81.1,15.4,1,92,51.9,95.8,441100,6.2,2.9,18.2,0,4.22,1924 (USD),"$74,286 ",32.6,82.5,11.4,36.9,95.1,15.5,29,37.5
6037134720,4645,33.6,46.9,23.2,5,991,49.9,40.2,450600,4.2,1.8,55.9,3,2.75,1418 (USD),"$61,372 ",28,73.6,13,32.6,87.4,25,32.6,42.2
6037137201,6226,33.4,19.2,53.6,4.9,1315,50.8,34.9,605300,4.4,4,61.5,0,2.87,1763 (USD),"$74,936 ",29.3,71.3,7.1,29.9,86,51,54.5,39.2
6037137502,4627,41.9,13.2,67.2,10.8,174,47.1,77,668400,5.4,2.1,34.5,13.6,2.42,2325 (USD),"$96,964 ",32,84.9,5.7,22.9,80.8,54.9,77.9,20.1
6037137504,1960,52,3.3,91.6,1.4,39,51.4,96.9,1101700,8.2,0.8,1.3,64,6.67,,"$175,313 ",32.1,72.9,2.3,21.1,87.4,58.8,72.3,24.7
6037139702,5985,50.1,3,86.3,3.3,340,48.6,100,1247600,7.5,1.9,7.4,0,3.32,2934 (USD),"$187,891 ",31.9,83.4,4.7,9.1,94.1,69,58.3,34.2
6037143500,4977,41.4,9.4,69.7,11.8,281,46.9,37.5,908000,4.6,15.6,58.3,2.6,1.98,1795 (USD),"$87,464 ",32.2,69.5,10.3,11.1,86.2,64.2,82.6,11.9
6037181400,4511,40.6,37.9,24.9,1.3,1518,47.5,38.7,643300,3.9,38.4,71.3,0,2.66,1401 (USD),"$55,208 ",27.7,75.9,12.1,34.1,89.3,40.6,48.3,40.6
6037189400,3497,42.4,6.7,79,3.6,210,49.6,66.7,1131200,4.9,40.3,41.9,0,1.73,1825 (USD),"$123,500 ",31.2,70.1,8.3,27.2,89,70.4,86.1,13.2
6037185202,4088,35,60.5,25.9,3.3,399,49.2,56.4,659700,4.4,41.9,56.4,0,2.79,1357 (USD),"$62,044 ",31.5,63.5,16,40.6,87.5,38.5,45.1,32.7
6037188300,3576,42.1,29.9,33.1,0,974,50.6,67.5,663800,4.8,57.4,52.3,0,2.26,1644 (USD),"$93,594 ",36.6,68.9,5.5,42.8,94.2,45.4,47.6,41.5
6037189902,5243,35.6,8.6,72.6,2.9,641,55.5,1.1,535300,3.1,12.1,95.8,1.9,1.67,1543 (USD),"$52,120 ",29.1,66,15.2,80.6,75.9,62.8,53.8,43.4
6037190100,4624,32.6,17.4,62,6.5,463,57.5,5,608200,2.4,20.9,96.4,2.6,1.66,1407 (USD),"$42,470 ",33.1,56.4,20.8,92.8,71.6,64.5,70.9,24.5
6037192300,2389,39.9,10,64.1,0,561,49.5,23.4,952600,3.7,50.3,64.8,4.5,1.54,1750 (USD),"$100,000 ",29.1,71.1,10.2,46,84.9,77,66.4,29.7
6037195100,5028,41.8,16.2,62.4,1.9,720,51,64.3,1115300,5.4,47.8,42.4,6.6,2.15,1936 (USD),"$126,528 ",29.2,76,6.8,28.5,87.1,68.9,73.4,14.6
6037195720,2187,38.9,66.4,20.1,0.2,224,53,23.3,613200,3.2,42.7,79.7,4.1,2.35,1076 (USD),"$46,023 ",35.5,47.6,10.4,49.4,85.4,31.9,30.4,45.8
6037199201,4170,30.7,66.5,1.1,0,1297,48,24.2,377500,3.6,46,85,0.9,3.58,1017 (USD),"$39,009 ",32.5,59.4,24.9,21.7,92.4,11.2,14.1,46.9
6037203200,5008,31.8,96.1,1.5,1.2,18,46.2,49.5,338100,4.4,45.6,64.4,1,3.72,1078 (USD),"$45,785 ",30.7,59.4,30.7,25.8,90.6,9.7,12.3,42.7
6037203800,4688,31.4,95.2,1.9,0.2,86,48.9,62.4,346700,4.7,38.1,55.8,2.6,4.4,1129 (USD),"$38,955 ",31.1,64.5,31.1,22.5,92.5,10.1,15,39.1
6037204700,5271,31.4,94.8,3.8,0,77,53.4,68.1,346500,4.5,50.6,54.8,0,4.14,1047 (USD),"$50,458 ",27.5,73.6,23.6,31.6,94.9,5.6,6.6,46
6037204810,5112,33.2,98,0.2,1.1,30,50.7,57,412100,4.2,41.5,61.9,2.5,4.12,1004 (USD),"$41,037 ",26.6,74.3,23.3,27.2,91.4,6.3,10.5,43.2
6037216100,2428,44.1,8.4,54,17.3,418,52.3,50.9,950700,6.2,76.9,41.6,0,2.2,1768 (USD),"$98,102 ",25.4,71.1,8.4,35.2,85.1,69.3,77.3,16.8
6037206031,3589,34.3,8.9,42.4,4.3,1350,59.3,1.3,628200,1.4,35.3,70.7,9.3,1.69,2332 (USD),"$87,500 ",28.1,54.6,13,83,75.6,70.7,60.1,24.4
6037186301,3119,31.2,67.9,15.5,3.2,363,51.2,37.1,484800,4.1,18.5,69.6,0,3.46,1165 (USD),"$38,672 ",32,60.5,33.1,27.5,83.2,27.5,31.7,38.6
6037183104,2248,38.4,54.2,26.2,0.7,363,49.9,66.4,624600,5.3,26.7,37.7,0,2.95,1256 (USD),"$69,250 ",37.5,74.3,8.1,40,96.7,33.8,43.5,29.9
6037241002,3956,26.1,59.4,0.5,38.6,0,45.2,58.6,320700,4.9,19.9,54.1,0,3.67,1132 (USD),"$39,837 ",31.5,82.9,22.3,16.5,94.9,5.1,45,20.9
6037241001,4460,29.2,72.6,0.4,25.4,6,43.3,56.4,283900,4.9,32.1,53.8,5.3,4.16,1122 (USD),"$37,917 ",25.4,71.8,30.5,20.8,92.1,9.2,29.2,37
6037240402,3756,29.6,64.2,0.1,34,1,44.6,60.2,280100,4.4,47.7,49.7,3.1,3.35,1045 (USD),"$33,705 ",36,78.6,36.3,18.8,91.8,5.8,43,29.2
6037239202,5589,25.8,80.3,0.3,18.7,0,51.5,59,423300,4.3,31.9,71.5,2.3,4.8,1132 (USD),"$31,716 ",39.7,58.5,30.5,20.8,87.6,6.3,22.7,33.3
6037239201,3842,28.6,79,0.7,19.8,1,50.8,48.5,321300,4.4,50.9,81.4,3.1,4.14,1071 (USD),"$34,418 ",32.5,54,33.8,11.2,87,5.8,22.3,42.3
6037237402,3011,37.5,58.2,1.3,40.1,0,49.8,74.3,277200,4.3,62.8,38.2,0,2.65,1096 (USD),"$34,719 ",30.5,76.9,22.2,33.8,93.1,10.4,42.8,32.5
6037237401,3967,32.8,73.8,1.1,24.6,0,47.4,69.8,276100,4.8,60.9,50.7,3.7,3,1064 (USD),"$33,661 ",35.4,77.2,36.6,27.5,92.9,8.3,27.7,36.5
6037237202,4708,32.3,65.5,2.3,31.2,32,50.8,57.4,321800,4.5,34.3,55.6,1.1,3.29,1303 (USD),"$40,511 ",37.9,74.5,17.5,26.3,95.6,8.8,33.6,36.4
6037237201,3581,32,70.9,0.2,25.9,49,48.1,70.6,289600,4.5,50.8,51.4,2.8,3.18,1071 (USD),"$41,858 ",36,79,21.5,34.1,92.8,5.3,30.4,36.7
6037237101,3926,29.5,76.1,0.6,22.8,16,45.2,46.1,369300,4.3,37.6,69.2,3.8,3.32,1004 (USD),"$30,530 ",34.4,59.7,37.5,15.4,94.1,4,27.5,38
6037236204,2944,33.3,37.9,3.9,55.5,38,45.2,1.2,,3.5,12.4,100,7.3,2.3,1059 (USD),"$23,491 ",31.1,57.6,44.1,37.4,81.6,8.9,62.1,23.5
6037236203,3269,37.7,27.2,2.3,58.9,164,45.1,1.5,310500,3.5,23.8,97.7,4.9,2.24,1062 (USD),"$27,092 ",34.3,63.6,29.3,26.5,89.8,11.1,58.9,32.6
6037234902,3908,33.4,53,1.5,39.8,48,46.5,25,425600,3.8,22.1,78.6,11.3,2.58,1088 (USD),"$25,893 ",38.8,67.4,27.2,33.1,88.5,5.7,45,32.9
6037222001,3022,35.1,60.6,8.1,28.4,28,49.1,62.5,462400,5.1,77,48.8,3.7,3.15,1236 (USD),"$51,838 ",31.7,77,13.5,29.3,95.7,22.8,44.3,33.1
6037221602,2939,31.4,88.9,2.2,2.5,175,49.1,18.6,434200,3.3,20.3,90.6,0,3.02,1031 (USD),"$24,063 ",34.5,57.8,38,16.9,90,12.3,9.8,55.1
6037221601,3159,35.2,74.6,6.6,13.9,127,49.7,21.7,559600,3.9,45.1,81.1,0,3.23,946 (USD),"$32,974 ",34.6,62.5,30.5,20.5,89,14.9,27.5,45.4
6037221402,2857,34,55.2,7.3,20.1,431,52.4,24.3,645000,3.8,44.3,77.5,2.8,2.55,1049 (USD),"$34,250 ",33.4,68.4,24.7,34.7,88.5,20.1,34.9,39.8
6037294301,2639,36.8,82.3,8,1,209,50.9,83.5,380300,5.2,19,22,0,3.5,1138 (USD),"$66,510 ",23.2,81.5,6.8,20.9,97.4,14.8,36.2,34.1
6037293307,2601,33.6,63.4,10.1,8.2,391,50.1,12.9,298100,3.4,0,78.1,0,2.9,1107 (USD),"$47,337 ",29.8,72.3,26.5,32.7,91.7,20,29.1,43
6037278102,3118,44.4,8.6,79.9,1.7,153,51.8,34.3,1179200,4.7,3.8,48.5,3.3,1.92,2168 (USD),"$155,694 ",30.5,85.7,3.1,54.5,83.9,71.3,86.9,12.1
6037194402,3776,36.1,5.7,77.6,0.8,482,55.7,14.1,872200,4.2,24.5,71.9,0,1.73,2436 (USD),"$96,552 ",25.3,74.5,11,41.5,77,72.7,74.1,20.5
6037221401,3523,35,36.1,7.4,46.8,248,40.8,16.1,710900,3.1,27.8,88.1,3.9,2.34,821 (USD),"$21,545 ",33.3,58.7,42.6,32.7,88.9,22.6,53.2,31.6
6037221304,3894,34.6,67.8,2.2,9.7,779,42.9,3.6,468200,3.5,20,97.3,1.2,3.45,1114 (USD),"$34,375 ",35.3,62.6,28.6,20.5,95.7,16.5,9.9,54.5
6037221303,2838,34.8,75.3,5.8,5.2,363,57,11.3,538500,3.2,45.4,87.4,0,3.49,1038 (USD),"$31,349 ",33.6,48,42.8,29.2,84.9,17.2,11.8,55.7
6037219902,3682,33.5,66,7.7,19.8,91,52.1,46.7,424200,4.1,23.7,49.9,3.6,2.89,1329 (USD),"$44,766 ",28.3,64.7,22.1,23.9,94.7,17.5,29,39.5
6037218702,2218,36.8,58,4.3,30.9,68,50.2,27.8,468100,3.5,52.7,74,0,2.57,953 (USD),"$32,218 ",36.5,75.6,28,25,92.7,19.8,42.1,38.7
6037218701,2239,41.6,29.6,9.2,39.7,444,49,33.3,737200,4.5,59.9,60.9,10.1,2.61,1113 (USD),"$55,154 ",31.6,82.5,17.8,24.1,89.2,32.8,57,29.1
6037217002,5058,35.9,14.4,63.8,8.7,500,43.8,18.3,943100,4.3,32.3,75.2,1.3,2.03,1628 (USD),"$74,215 ",27.5,80.5,12.5,29.1,88.6,55.1,60.6,28
6037217001,3240,30.8,2.9,85.9,1.7,125,47.1,46.3,1131000,5.1,44.8,53.9,2.9,2.74,1759 (USD),"$73,603 ",23.5,66.5,13.3,22.1,90.6,61.8,51.4,23.4
6037216402,2845,38,5.5,74.8,0.1,410,47.6,2,680700,3.9,9.4,87,6.6,2.04,1926 (USD),"$75,074 ",24.8,84,15.4,49.1,87.9,58.4,51.2,38.3
6037216401,4380,33.9,9.5,78.8,4.4,226,51,1,642900,3.7,13,88.4,9,2.19,1720 (USD),"$49,395 ",26.2,66.1,15.8,47.5,81.3,57.6,50.5,37.8
6037215102,3070,34,12.5,64.7,0,650,46.4,0.6,,3.1,50.1,99.4,4.7,1.57,1757 (USD),"$61,368 ",27.8,66.7,12.3,71.6,69.6,66.2,60.9,32.4
6037215101,2930,30.4,16.4,55.9,7.4,430,40.3,0,651000,3.1,25.3,92.3,6.4,1.77,1881 (USD),"$61,609 ",30.5,72.6,15.4,85.6,66.9,81.5,57.6,30.3
6037214501,2860,34.8,7,46.9,3.2,982,50.1,3.6,1981300,3.7,8.3,97.4,5.6,1.98,2587 (USD),"$86,438 ",27.2,68,14.3,51.2,55.6,70.5,42.1,48.8
6037212702,3647,44.7,15.7,20.1,6.6,1967,48,31.8,886500,4.8,37.1,50.8,3.4,2.18,1636 (USD),"$68,750 ",29.5,77.4,10.5,37,89,51.5,35.7,42.3
6037212502,2779,33.9,30.8,14.2,10.1,1143,48.1,3.6,559800,2.8,33.8,93.5,3.7,2.03,1204 (USD),"$44,178 ",27.9,61.3,16.8,48.2,77.9,47.2,32.6,47.5
6037194401,2454,37.2,15.4,70.4,5.7,114,53.1,22.5,1146800,3.8,32.7,81.9,4.8,1.79,1658 (USD),"$83,191 ",27,68,8.4,66.7,75,54.3,68.9,25.1
6037194102,3456,45.5,6.4,78.1,4.2,316,54.1,84.5,1561100,6.1,12.8,23.6,0,1.72,1713 (USD),"$124,764 ",31.3,75.6,5.4,23.9,91.3,62.9,65.2,23.2
6037192002,2651,39.2,9.3,72.2,5.1,144,51.8,52,932500,5,74.1,54.2,3.4,2.09,1978 (USD),"$104,091 ",26.7,74.5,10.7,30.2,76.3,59,72.7,19.1
6037191902,2560,34.8,16.1,74.2,2.3,106,48.5,34.9,1071900,3.9,57.4,57.3,5.7,1.73,1609 (USD),"$91,550 ",27.9,74.5,9.7,27.3,84.2,63.6,73.9,18.9
6037191901,3197,32.1,27.1,59.1,4,199,54.9,8.2,615900,2.8,6.8,92,5.2,2.02,1472 (USD),"$54,028 ",32.8,76.8,15.3,55.3,86.2,46.1,55.7,33.8
6037191302,2171,32.9,41.3,24,3.6,618,54.3,12.8,576400,3,35.6,89.7,3.9,2.37,1142 (USD),"$39,375 ",29.8,59.9,31.3,56.4,87.4,32.6,38,48.8
6037191301,2574,35.3,61.8,15.6,2.4,435,49.6,14.5,503700,3,37.2,89.8,2.1,2.63,1183 (USD),"$47,674 ",32.6,62.7,22.1,38.7,92.3,32.9,23.3,50.9
6037190802,2844,37.2,54.3,29.4,5.2,151,58.4,12.5,616400,2.8,32,91.3,2,2.08,1206 (USD),"$35,556 ",30.5,43.2,25.6,47.4,90.3,32.1,31.2,53.7
6037189905,2241,38.4,8.8,77.3,4.6,157,53.6,10.1,603400,3.1,17.3,81.7,2.5,1.5,1581 (USD),"$60,954 ",36.3,66.8,14.1,69.7,77.8,61.2,56.1,44
6037189202,2394,41.5,6.7,80.9,0.3,234,51.4,48.8,1351000,4.9,57.4,50.6,0,1.67,1683 (USD),"$107,688 ",28.5,74.6,9.1,47.2,86.1,65.8,71.9,26.3
6037189102,3252,37,20.2,63.9,1.4,305,51.7,12.4,707900,3.2,27.7,75.7,3.6,1.58,1520 (USD),"$82,107 ",28,70.7,10.2,44.6,79.6,73.9,67.8,23.6
6037189101,2485,36.2,9.6,77.6,0.4,227,44.9,17,626700,3.6,30.4,86.3,4.4,1.81,1435 (USD),"$60,133 ",28.3,76.2,13.9,42,83.8,65.3,62.4,28.7
6037188202,2338,37.7,7.5,66.6,1.8,408,44.3,49.8,1525200,4.8,34.2,49.8,7.2,1.71,1677 (USD),"$107,668 ",30.1,66.9,2.5,34.7,84.8,66.9,66,30.3
6037275603,2793,43.5,27.1,43.5,1.7,729,53.6,65.8,662800,4.5,2.2,38.8,0,2.37,1412 (USD),"$70,078 ",30.3,78.5,14.2,33.7,87,40.4,58.5,19.9
6037275500,5666,34.1,68.8,16.3,3.3,517,44.9,29,665200,4,7.4,71.7,0,3.06,933 (USD),"$37,301 ",31.7,71.3,28.2,27.5,90.2,28.4,28.1,40.7
6037275102,3862,33.4,61.5,24.4,4.2,250,50.8,28.9,772900,3.5,5.9,67.1,2.6,2.9,1334 (USD),"$53,500 ",30.6,72.4,12.4,26.8,93.5,32,35.1,40.7
6037134424,2778,48.2,6,69.7,1.5,506,49,98.6,880400,7.7,0.7,3.8,0,3.4,2583 (USD),"$136,300 ",33.3,75.9,2.3,39.9,95.3,65.5,66.2,26.9
6037134423,3525,47,9.9,65.6,9.2,420,47.9,89.5,606500,6.4,3.3,19.6,0,1.85,2074 (USD),"$97,589 ",39.4,69.7,8.3,29.4,90.6,43.5,76.6,19.5
6037134002,4075,34.3,65.2,19.1,2,460,47.9,56.7,417100,4.8,0.6,50.9,3.7,3.26,1149 (USD),"$55,625 ",31.6,74.3,13.6,35.3,84.7,16.5,36.4,41.3
6037134001,3780,33.5,85,8.5,0.7,182,53.1,48.4,418300,4.2,0,66.3,8.7,3.88,1367 (USD),"$50,446 ",27.3,63.2,24.8,24.8,93.9,9.8,11.9,55.8
6037132502,4030,33.1,43.6,37.4,6.3,438,43.8,12.8,284900,4.6,0,48.4,0,2.96,1522 (USD),"$50,588 ",28.4,75.4,25.2,37.2,87.1,25.2,40.6,42.2
6037132501,4449,43.2,47.1,36.7,3.1,510,46.6,53.6,398100,4.6,0.6,56.6,4.8,3.3,1195 (USD),"$54,470 ",26.7,73.3,20.9,32.3,89.1,18.2,29.9,47.9
6037132102,5655,36.3,47,32.2,4.1,832,51.4,35.9,404900,4.6,1.6,46.2,0,2.82,1279 (USD),"$51,027 ",35.1,67.6,19.4,26.4,85.4,29.3,41.6,36.8
6037132101,4763,36,51.1,23.9,9,424,45.3,45.9,472900,4.7,4,57.7,2.3,3.23,1439 (USD),"$69,719 ",34.5,72.1,12.8,32.3,86.4,30.5,41.9,36.3
6037102103,1838,47.8,19.5,73.3,0,80,45,78.2,538800,5.3,0.4,35.4,0,2.5,2160 (USD),"$81,477 ",28.4,88.7,6.5,41,96.2,36.7,39.2,47.4
6037119002,7440,34.2,86.5,4,1.9,529,50.8,84.7,385700,5.4,0.4,30.3,0,3.22,1602 (USD),"$74,200 ",28,74.7,10.1,33.8,91.4,12,21.7,48.3
6037119001,4195,35,70.8,9.7,0,705,49.5,97.9,392100,5.5,2,22.6,2.7,5.26,2159 (USD),"$77,813 ",37.5,74.5,7.5,29.3,92.4,14.1,22.7,46.2
6037117202,2597,42.2,41.2,22.9,8.5,620,51.1,91.3,472600,6.4,0,16.4,0,2.57,2000 (USD),"$80,313 ",35,81,4.6,44.4,86.9,35.1,42.7,33.1
6037135114,4784,32.4,9.2,55,3.4,1401,49.1,2.1,414200,3.2,2.1,83.4,7.1,1.88,1701 (USD),"$53,348 ",28.3,69.6,24.4,62.8,66.9,63.7,53.3,46
6037135113,3088,37.3,14.5,51.8,7.4,491,49.7,1.9,235800,3.7,0,83.3,1.8,2.36,2174 (USD),"$72,114 ",24.9,81.6,5.8,36.6,77.1,49.2,61.6,38.2
6037134903,6243,29,44,24.8,7.8,1233,49.6,0,,3.2,0.7,100,3.1,2.46,1672 (USD),"$54,341 ",30.1,74.5,18.9,49.2,72.6,37.9,33.1,47.3
6037134521,3545,28,87.3,2.6,2.3,260,58.7,25.4,346200,4,0,77,3.9,4.6,1340 (USD),"$49,327 ",28.5,48.9,33.2,10.8,90.5,6.5,8.6,54.3
6037131701,4764,39.4,34.4,36.6,10.6,519,46.4,28.5,350000,4.5,3,55.5,0.2,2.68,1334 (USD),"$49,387 ",28.5,76.8,24.1,33.1,92.4,28,42.6,38.5
6037128801,3246,37.8,16.9,56,8.3,484,45.5,12.7,570800,3.4,2.1,73,1.8,1.66,1382 (USD),"$62,891 ",35,83.1,15.4,50.9,81.7,50.2,66.3,25.4
6037127712,3074,34.9,60.7,30.4,2.4,154,52.9,23.6,613500,3.4,1.3,79.2,1.8,2.56,1137 (USD),"$37,644 ",39.7,69.7,23.9,31.3,83.6,25.2,32.3,41.7
6037127606,3482,35.9,63.8,24.2,4.8,185,44.5,46.6,432900,4.3,3.8,64,0.7,2.96,1212 (USD),"$57,850 ",33.3,74.8,16,26.7,86.4,26.9,39.9,34.9
6037120107,3707,25.8,89.4,2.8,2.4,178,49,8.9,311500,3.4,2.3,93.4,2,3.49,1121 (USD),"$30,473 ",31.8,57.1,44.5,7.7,86.8,5.5,9.1,53.7
6037120106,4553,27.5,85.7,2.3,1.8,456,53.7,5.7,241300,3.3,1.5,91.7,3.4,3.94,1123 (USD),"$32,418 ",40.1,54.9,32.4,19.1,93.1,13.4,6.9,51.1
6037120104,2340,30.8,66.2,7.8,5.8,422,50.8,15.6,347800,3.4,0,85.2,2.7,2.85,1195 (USD),"$36,528 ",32.4,56.6,31.3,25.3,80.7,18.3,22.9,48
6037120103,3370,28.6,92.5,3.1,2.1,71,50.8,1.8,257900,3.3,0,92,4.1,3.89,1161 (USD),"$28,173 ",31.4,45.1,44.2,13.5,84.8,4.3,7.4,56.3
6037119342,3196,29.5,80.1,3.7,2.5,438,50.7,6.5,256300,4.7,1.8,58.7,1.8,4.39,1477 (USD),"$45,257 ",33.5,68,19.5,22,91,15.7,8.9,49.9
6037119341,2900,36.4,59,8.6,3.4,733,48.4,31.5,356400,4.3,1.8,65.1,5.1,3.48,1253 (USD),"$47,442 ",36.1,71,15.4,33,91.4,23.9,12.6,58
6037115104,4650,27.2,32.3,33.4,13.2,844,52.7,15.5,485300,3.2,0.5,75.1,9.7,2.24,1459 (USD),"$51,563 ",29.7,65.9,24.1,72.3,71.8,46.2,51.6,29.5
6037139504,4079,42.5,10.3,72.8,3.6,194,47.1,2.1,456200,3.9,0.5,69.6,2,2.32,1481 (USD),"$47,600 ",30.2,82.8,20,49.3,79,42.3,39.5,52.9
6037139503,5956,39.7,13.8,71.5,6.8,271,44.7,1.7,365600,3.8,0,70.9,0,2.29,1429 (USD),"$53,429 ",33,82.4,19.7,38.1,81,43.4,40.8,51.2
6037139401,2871,40,17.2,72.5,2.6,150,51.7,24.1,591300,3.5,1.7,76.7,5,2.06,1254 (USD),"$61,959 ",33.9,72.4,10,31.8,86.1,46.6,43.1,45.6
6037137103,5219,40.1,20.6,58.5,4.1,824,49.4,2.8,388300,4.2,0,49.2,0,2.28,1929 (USD),"$73,355 ",24.6,86.9,5.7,35.4,80,55.6,61.9,32.1
6037134905,3926,35.4,12.8,59.2,7.7,547,47.1,6.5,481300,3.3,0.3,85.6,6.3,1.88,2121 (USD),"$76,906 ",30.3,77.8,10.4,70,61.7,58.7,57.1,36.9
6037134522,3935,30.5,79.4,11.2,2.1,129,49.4,22.4,387500,3.6,6,82.5,0,3.08,1066 (USD),"$34,976 ",25.6,59.5,29.1,20.9,85.6,13.7,23.6,45
6037117408,3332,28.8,80.9,4.1,9.1,169,48.5,17.2,360000,3.4,0,81.3,2.2,3.45,1032 (USD),"$32,065 ",32.6,65.9,42.3,30.4,86.7,11.1,21,43.9
6037117407,3917,26.7,96.3,0.9,1.1,60,49.3,1.6,,3.6,0,97.8,2.9,4.19,1124 (USD),"$25,208 ",34.9,54.4,44.6,12.2,85.4,4.4,6,49.8
6037117201,4580,31.3,65.4,16,1.6,666,48.8,31.4,533700,4.2,2.8,66.8,6.5,3.87,1152 (USD),"$57,866 ",27.5,71.7,24.6,28.2,87.4,23.2,21.8,44.9
6037117102,2841,37.6,63,25,1,265,52.4,60.8,430400,5.2,3.5,32.9,0,3.13,1564 (USD),"$63,681 ",32.8,80.5,11.5,35.2,93.6,20.2,34.2,42.2
6037117101,5269,35.2,45.1,7.2,1.9,2257,52.2,54.4,374700,4.9,1.5,35.6,3.1,4.05,1242 (USD),"$75,694 ",31.5,66,11.7,30.1,86.9,38.7,16.6,57.6
6037241201,2869,41.5,59.2,0.3,38.4,13,48,66.6,291000,4.6,54.9,46,5.3,3.09,1123 (USD),"$37,092 ",35.6,69.1,32.5,31.9,90,7.2,46.1,27.8
6037239801,3404,26.2,82.9,0.1,16.7,6,48.6,52.4,283100,4.3,44,65.3,13,4.72,1166 (USD),"$32,368 ",29.7,70.3,38.5,22.5,81.1,2.6,20.5,37.5
6037188201,3340,37.1,13.7,66.3,4.2,352,49.8,16,792300,3.4,27.7,80.7,1.4,1.63,1569 (USD),"$69,950 ",29.3,72.4,8.1,60.9,86.5,69.2,70.7,18.4
6037187101,3110,41.1,31.2,39.1,1,850,48.4,68.4,660200,4,59.1,51.1,0,2.49,1371 (USD),"$78,375 ",29.9,76.5,13.2,57.7,95.9,40.8,37.5,53.9
6037186404,2802,34.6,78.2,7.2,0.2,372,54.6,53.7,586400,4.3,37.3,70,0,3.25,1159 (USD),"$56,094 ",27.7,74.5,22.6,34.4,94.4,20.1,14.2,46.4
6037186403,2841,36.7,64.3,12.9,1,570,48.6,64.2,589300,4.6,51.2,53.4,0,3.03,1158 (USD),"$53,958 ",28,71.8,17.2,39,92,24.1,24.7,44.1
6037186302,5251,39.5,54.5,25.2,2.6,762,54.1,72.8,607800,4.5,25.4,40.1,1.1,2.94,1253 (USD),"$63,158 ",32.1,72.8,19.1,29.1,92,31,43.2,34.5
6037186203,2883,43.6,40.4,36.8,2.5,466,47.5,91.2,661800,5.3,17.8,23.7,0,2.41,1493 (USD),"$97,857 ",31,80,9.7,36.6,88.9,54,54.7,28
6037186202,2056,40.1,45.5,20.8,0.6,601,50.2,56.8,471200,4.2,11.3,50.5,4.6,3.05,1172 (USD),"$88,417 ",36.2,65,6.6,35.4,83.9,38.3,36.5,44.9
6037295103,4938,45.8,23.4,59.8,3.2,463,44,37.6,551600,5.5,1.7,23.5,6.4,2.77,2250 (USD),"$101,652 ",26.9,89.8,2.8,43.2,89.2,35.6,85.5,11.3
6037275602,9596,34.5,12.6,49.1,10,2392,46.9,6.5,890300,3.8,0,61.3,9.7,2.01,2625 (USD),"$121,833 ",27.6,81.6,11.4,54.6,70.6,79,67,20.6
6037275101,1254,33.7,25.8,41.4,1,354,48.1,49.5,720500,4.1,2.2,68.7,0.6,2.26,1700 (USD),"$79,514 ",30.7,70.3,12.5,48,91.7,48.8,55.2,39.2
6037297202,4153,38.4,38.3,46.9,2.3,417,45,48.9,478000,4.5,30.6,52.5,0,2.67,1292 (USD),"$66,813 ",27.2,79.6,13.7,38.6,91.3,28.1,62.2,24
6037297201,4121,32.9,66.1,20.8,4.8,296,56.2,30.1,396100,4.3,23.1,68.4,3.4,3.02,1361 (USD),"$58,947 ",33.7,78.3,10.8,30.6,84.8,21.1,38.6,29.6
6037296902,4104,36.4,64.8,24.9,2.1,138,49.3,18.5,404400,3.8,19.5,81.1,4.8,2.53,1188 (USD),"$44,743 ",24.8,79.7,20.3,22.8,88.5,16.4,38.6,33.6
6037296901,4041,32.2,64.5,17.1,4.8,135,47,21.8,464300,3.5,18.9,86.6,6.8,2.73,1102 (USD),"$42,500 ",28.8,65,16.8,34.4,86.4,19.1,42.4,32.4
6037296402,3182,41.4,47.7,36.1,5.2,292,46.5,89.6,486300,5.4,21.7,22.1,0,2.83,1452 (USD),"$95,789 ",20.7,79.3,8.1,35.6,92.7,25.2,67.5,14.2
6037296401,3298,47.8,20.5,58.9,3.2,281,41.5,49.7,533100,4.8,1.6,28.2,2.8,2.21,1447 (USD),"$79,605 ",31.7,86.8,4.3,31.6,89.7,35.3,61.9,24.3
6037294701,3226,28.7,90,3.3,4.6,18,49.2,31.3,330900,3.4,18,86,1.3,3.57,1003 (USD),"$31,786 ",25.3,71.4,32.5,20,88.1,5.1,20.5,39.8
6037294421,2989,31.8,72,7,5.7,387,47.9,21.1,356700,3.9,7.8,57.9,6.6,3.28,1099 (USD),"$46,406 ",22.3,74.3,25.3,22.1,87.2,15.5,25.3,44.1
6037294302,4440,33,89,6.8,1.3,84,50.3,64.3,368300,4.5,10.5,50.7,0,4,1088 (USD),"$49,882 ",31.4,68.6,25.9,17.1,93.9,3.4,27.6,34.4
6037102105,1956,37,68,21.5,2.3,119,51.4,62.7,439200,4.6,12.7,53,0,3.17,1363 (USD),"$47,431 ",22,77.3,16.9,35.1,97.7,20.2,29.5,43.9
