GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born
6037232500,4704,33.9,62.6,0.1,36,0,50.9,41.5,350000,4.4,51.1,53.4,0,2.99,1187 (USD),"$34,659 ",37.3,66.2,31.2,21.3,90.1,9.8,38.9,33.7
6037115401,6405,34.2,50.7,28.2,6.3,769,51.2,31.7,645400,4.2,0,65.3,4.4,3.28,1256 (USD),"$59,482 ",30.6,77.4,19.7,31.5,89,27.2,33.3,42.1
6037117520,4180,26.3,82.6,3.5,6.3,310,49.1,11.5,294000,3.8,0,81.1,0,3.94,1160 (USD),"$42,206 ",30.3,63.8,33.6,24.9,81.6,11.7,16.7,44.7
6037106643,4699,45,20,56.3,1.6,841,46.4,99.2,856600,7.2,0,12.8,0,3.12,2163 (USD),"$135,099 ",34.2,80.9,3,41,96.5,55,46.9,37.7
6037109100,2855,41.2,65.6,20.7,0.4,366,52.8,64,352900,5.4,1.3,26.5,0,3.96,1243 (USD),"$73,839 ",25.3,71.8,4.5,29.9,94.3,16.8,30.8,35.3
6037109500,4895,32.3,94.3,3.3,1.2,62,44.9,70.7,336500,4.8,7.7,39.1,0,4,1380 (USD),"$51,794 ",25.6,84.7,18.4,27.2,93.3,9.9,19.4,41.2
6037111202,5284,43,29.4,42.9,3.7,1110,52.7,79.5,521300,5.1,3.4,36.5,8.4,2.82,1626 (USD),"$65,417 ",29.9,76.9,4.4,33.6,90,37.3,51.7,33
6037111301,7218,38.5,39.6,31.6,4,1577,48.3,40,541300,4.4,1.3,64.2,3.7,2.54,1485 (USD),"$70,879 ",31.3,79.8,12.7,32.6,82.6,36,45.2,41.3
6037115101,5205,47.6,17.5,57.3,5.5,720,46.6,97,801600,7.5,0.6,7.9,0,1.91,1679 (USD),"$135,000 ",28.7,85.4,2.8,38.2,92.4,51.5,72.6,20.5
6037119340,3976,25.6,96.1,0.6,2.1,33,50,0,157400,3.3,0,97.6,2.4,4.06,1137 (USD),"$28,403 ",31.7,59.4,46.8,10.4,86.3,5.3,8,50.3
6037120400,7036,36,58.3,14.8,2.9,1606,45.8,30.2,336200,3.7,3.6,69.3,0,2.98,1154 (USD),"$48,793 ",28.1,82.3,17.5,29.1,89.1,19.2,21.2,53.2
6037123203,3834,27.3,79.4,10.8,9,25,50.4,17,395100,3.4,6,90.2,1.8,3.46,1064 (USD),"$36,526 ",26.7,75.3,33.1,16.1,93.6,6.5,22.4,41.4
6037123602,3471,38.4,29.1,60.4,6.3,111,43,51.7,655200,4.5,3.7,63.6,0,2.68,1256 (USD),"$53,542 ",36,64.6,12.4,43.3,95.2,43.3,50.6,38.7
6037124400,4581,35.7,18.6,72.5,2.2,182,53.2,39.4,678600,4.4,0.7,56.7,0,2.39,1337 (USD),"$82,819 ",31.8,79,17,21.1,86.3,45.9,58.5,31.6
6037127400,6696,32.2,75.6,14.4,3.2,349,52.1,30.2,443600,3.9,6.1,75.5,0,3.32,1196 (USD),"$40,705 ",28.4,65.9,23.3,26.3,88.2,13.5,19.7,45.4
6037128500,4541,37.5,25.1,57,6.8,418,50.2,29,517000,4.2,3,62.3,0.7,2.02,1543 (USD),"$62,963 ",28.7,73,8.7,33.8,80,46.6,63.8,27.2
6037131800,6116,36.8,62.8,23.1,7.3,289,48.4,63.4,401000,4.4,7.7,55.8,5.1,3.26,1225 (USD),"$63,108 ",32.7,73.2,16.3,38.3,92.6,21.1,33.5,46
6037134304,2891,42.3,29.1,40.4,4.2,678,49.2,76.9,478600,6,0.6,38.1,0,3.17,2479 (USD),"$69,893 ",33.7,82.7,15.7,39.8,88.7,29.4,51.5,32.9
6037134306,3981,34.9,50.7,28.1,4.3,514,49.8,20.5,326300,4,2,70.1,0.9,3.05,1498 (USD),"$75,302 ",30,77.2,15.8,41.3,89.1,23.6,43.2,38.9
6037135102,3987,42.4,17.3,58.2,4.8,705,48.2,83.8,599300,6.2,0,20,0,3.88,2533 (USD),"$105,639 ",32.3,78.4,3.5,30.8,87.2,52.5,61.8,32.7
6037135203,7539,46,11.5,69.8,2.7,964,46.2,94.5,611300,6.3,1.3,15.4,0,3.19,2647 (USD),"$112,661 ",36.3,76.8,5.5,29.6,89,46.5,70.3,24.6
6037139301,4603,46.7,13,66,4.4,638,49.8,79,730100,6.3,5.5,12.9,12.1,3.31,2637 (USD),"$98,576 ",30.8,72.3,5.4,35.7,92.2,39.8,61.3,34.7
6037141400,4871,45.2,4.7,78.2,7.9,349,46.8,54.6,989900,5.5,2.5,48.9,2.8,1.72,1611 (USD),"$94,279 ",30.3,81,3.7,33.1,93.3,61.1,73.3,20.1
6037141500,2948,46.2,8.3,81.2,1.8,234,49.7,97.1,1599700,7.9,0.7,6.8,0,1.95,,"$180,625 ",34.3,77,3.7,12.5,91.5,65.4,76.7,18.9
6037123304,4341,36.7,39.8,49.5,2.6,287,49.5,21.4,496600,3.2,2.7,81.3,6,2.35,1215 (USD),"$36,575 ",29.1,78,25.7,39.6,97.2,28.8,27,45.9
6037127910,5218,30.4,68.5,14,8.5,430,50.7,15.5,441300,3.6,3,87.7,6.1,3.39,1184 (USD),"$39,297 ",32.2,62.7,22.2,36.6,91.8,15.4,20.6,50.3
6037127920,4527,33.7,59.2,33.5,2.4,99,48.9,44.8,433000,4.2,1.8,63.1,1.8,3.47,1236 (USD),"$50,637 ",32.2,75.2,28,28.9,91,17.4,24.7,45.8
6037216700,3777,35.7,24.3,34.1,27,310,44.9,28.7,769600,4.3,38.1,61.5,12,2.28,1680 (USD),"$65,234 ",26,74.8,16.6,26.8,86.4,44.5,67.2,19.2
6037218210,3763,34.2,69.4,10,15.6,190,52.6,25.8,476700,3.7,25.4,73.4,5.7,2.66,1150 (USD),"$33,034 ",33.7,68.9,31,22.2,85.6,10.1,26.7,41.5
6037218600,3193,37.1,62,7.2,26.8,73,46.9,34.8,475900,4.1,55.3,59.8,0,2.62,1182 (USD),"$46,786 ",32.1,64,22,45.2,90.4,19,41.9,37.4
6037218900,6093,32.6,48.8,7.6,37.6,91,44.1,16,666400,3.7,47.6,85.8,4.9,2.9,1127 (USD),"$35,491 ",34.9,64.1,24.1,29.6,90.4,21.1,45.2,30.8
6037219300,4193,34.1,56.1,5.6,29.6,181,40.9,24.7,428500,3.9,56.2,77.3,0,2.7,1015 (USD),"$31,190 ",35,68.5,28.6,14.2,89.4,14.7,38.5,36.2
6037221220,3712,34.1,87.7,1.3,1.4,346,52.8,22.1,350000,3.2,54.3,85.6,0,3.53,999 (USD),"$40,391 ",39.1,43.1,18.1,28.1,89.3,10.8,4.8,60
6037221820,2425,24.4,14.6,23.2,5.8,1291,52.9,4.3,357900,3.1,31.1,97.6,3.8,2.34,1407 (USD),"$15,282 ",26.7,27.9,59.8,97.3,52.7,69,32.9,56.4
6037224010,2427,34,54.8,12.8,22.6,221,50.1,0.7,,1.4,36.7,99.2,6.4,1.87,717 (USD),"$19,848 ",32.1,41.8,41.8,31.2,76.7,22.9,39.5,43.4
6037224600,3317,31.2,87.7,2.7,7.6,53,55.4,22.5,338200,3.3,35.4,90,5.8,3.87,891 (USD),"$39,958 ",29.3,45,39.3,26.4,90,8.1,13.3,49.2
6037227010,5372,27.3,92.5,0.7,5.9,0,48.2,52.9,368300,4.2,44,79.6,0,4.51,1117 (USD),"$40,023 ",29,54.4,34.9,15.4,95.6,2.2,8.4,43.6
6037228310,4533,29.3,96.6,0.1,2.6,0,53.8,53.2,343200,4.1,52.8,73.6,1,4.32,1100 (USD),"$41,102 ",32.8,60.8,27.1,20.9,92.3,3.6,6.6,51.3
6037228800,5509,26.4,90.3,0,9.3,0,52.3,46.2,335600,4.7,53.7,68.5,0,4.43,926 (USD),"$32,415 ",31.1,67.1,39.5,9.4,93.4,3.7,13.8,38.3
6037229410,3469,28.6,89.2,1.2,9.7,0,50.4,45.1,310800,4.3,38.4,81.1,1.2,4.21,1077 (USD),"$27,060 ",32,67.9,48.7,17.9,95.1,1.3,14.7,41.1
6037231900,5271,28.4,84.3,2.2,10.6,21,45.7,36.4,286600,4.2,47,76.5,3,3.36,937 (USD),"$29,457 ",37.3,50.7,47.1,22.8,93.2,7,14.8,41.5
6037232120,5555,28.9,81.4,1,15.4,106,49.1,35.5,343500,4.3,46.3,80.4,3,3.71,1024 (USD),"$33,205 ",33.6,62,28.2,18.8,86.3,7.2,16.8,47
6037232800,4016,26.9,88.1,0.5,10.5,0,52.2,48,336500,4.3,38.1,72.4,3.4,4.14,1109 (USD),"$30,640 ",36.4,64.3,37.9,18.3,89.8,5.4,11.9,43.8
6037234600,4739,39.6,43,2.6,48.5,55,45.1,65.9,415300,4.9,57.8,40.4,0,2.21,923 (USD),"$41,754 ",37.8,70,27,29.2,90.8,19.9,59.4,24.4
6037194300,3541,45.8,10.8,80.1,2,63,54.2,89.2,2000001,6.1,24.6,23.5,2.5,2.46,2639 (USD),"$185,188 ",34.7,61,10.5,32.7,76.3,63.3,72.9,21.2
6037209403,3737,37.1,69.1,4.8,6,738,52,2,,1.5,39.4,100,2.5,2.67,709 (USD),"$18,433 ",33.5,38.9,45.6,26.9,86,15.7,10.9,65.1
6037127604,3184,33.8,53.9,25.4,2.1,478,49.2,13.6,423000,3.3,6.5,82.9,0,2.45,1101 (USD),"$37,443 ",30.6,77.5,18.3,41.1,86.4,26.1,27.6,46.4
6037124903,3545,38,26.6,62.7,4.5,150,48.6,3.5,478000,3.7,1.3,83.3,3.5,2.1,1457 (USD),"$53,201 ",26.7,79.9,14.7,62.2,84.3,40.7,55.5,29.7
6037124204,2592,33.4,43.5,32.1,5.7,177,45.6,14,432600,3.4,5.8,90.6,0,2.53,1171 (USD),"$33,068 ",27.8,67.9,39.3,43.4,87.6,23.5,44.2,37.8
6037124203,2705,35.2,63.4,29.4,1.6,78,52,34.2,494200,3.5,13.5,64.4,4.2,2.98,1244 (USD),"$50,050 ",31.8,71.9,19.6,48.1,90.8,14.8,23.1,48.2
6037124105,2645,31.7,56.1,30.3,5.7,183,49,19.1,441000,3.2,4,85.8,0,2.86,1179 (USD),"$41,984 ",30.4,69.2,26.5,26,90.9,25,32.7,47.3
6037124103,2090,32.8,67.6,18.3,3,192,54.1,32.3,483300,3.8,4.1,72.2,0,3.24,1132 (USD),"$42,269 ",24.6,76.1,14.2,20.5,98.6,14.9,19.8,51.1
6037122121,2777,36.9,77.3,11,2.4,233,52.4,54.6,411800,4.3,6.6,55,4,3.15,1107 (USD),"$47,411 ",27.9,75,10.1,33.4,94.1,15.1,17.6,42
6037121222,5498,28.3,87.2,5.3,0.9,345,48.2,34.3,418700,5.1,6.9,71.3,3.7,4.45,1304 (USD),"$48,698 ",30.3,62.8,29.6,21.8,93.6,8.9,11,46.7
6037121221,2416,33.7,83.1,12.5,0,79,50.8,86.3,370000,5.4,5.8,39.1,0,3.87,1391 (USD),"$57,024 ",30.1,71.1,12.3,43.6,92.6,16.2,24.4,34.2
6037121101,3000,34,71.6,18.8,1.4,141,50.5,30.1,355400,4.1,0.1,53.8,3.1,2.68,1157 (USD),"$47,095 ",26,69.5,20.2,25.2,92.2,16.6,20.6,44.6
6037120108,4800,34.4,76.6,9.4,4.6,381,49.5,4.9,247200,3.9,1.1,69.5,0,3.39,1048 (USD),"$35,872 ",32.1,67.3,36.1,20.4,90.9,18.1,16.4,55.5
6037124902,2836,35.1,22.1,52.1,11.7,325,52.4,8.6,524300,3.2,0.6,89.8,0,1.77,1256 (USD),"$37,949 ",35,75.1,18,37.2,73.2,42,63.8,24.5
6037124104,2633,32.4,66.2,23.2,6.5,64,57.1,17,433700,3.1,9.5,87.5,2.4,2.28,1121 (USD),"$37,155 ",34,72.9,17.5,37.9,93.6,18.5,33.9,37.5
6037264103,2743,37.5,3.9,80.4,0.4,306,47.8,4.6,875000,3.7,0,75.6,2.1,1.8,2048 (USD),"$88,068 ",26.2,75.2,18.7,60.7,79.8,74.8,66.8,33.1
6037262802,3294,49.6,6.6,86.3,1.5,80,46.2,88,2000001,7.8,12.7,18.9,0,2.21,1780 (USD),"$214,032 ",28.2,75.9,1.3,11.6,88.5,75.8,86.7,11.1
6037262706,3794,46,7,84.1,0.3,35,45.9,74.3,2000001,7.2,12.5,23.7,2.3,1.72,1852 (USD),"$188,646 ",28,77.8,5.4,21.6,92.3,76.8,92,8.8
6037262604,6232,48.9,2.2,83.1,0.3,496,46.9,82.9,2000001,6.3,2,17.3,0,2.44,3501 (USD),"$190,217 ",28.2,75.8,1.1,6.3,84.9,81.7,81,16.6
6037269903,3710,30.7,26.1,38.7,7,785,53.1,1.5,656300,3.1,3.9,95.3,7.7,2.11,1530 (USD),"$57,847 ",26.6,72.5,13,66.2,81.5,57.8,59.4,38.5
6037269602,2944,31.9,31.6,32.3,18.2,139,50.4,18.2,1010000,3.3,5.1,84.6,5.6,2.56,1403 (USD),"$57,306 ",26.7,71.5,18.8,40,87.9,43.6,51.3,33.9
6037269601,3444,31.2,60.8,16.6,18.7,115,50.3,19,676600,3.9,23.1,85.3,2.1,3.22,1377 (USD),"$46,474 ",29.9,71.4,13.9,30.4,84.1,21.3,36.6,39.9
6037267902,3586,40.7,3.9,74.9,6.5,474,44,35.5,1024100,4.5,31.6,41.5,10.9,2.18,2257 (USD),"$107,841 ",22.7,82.5,7.8,24.8,83.7,70.9,66.3,21.9
6037104203,5530,29.8,86.8,1.6,7.2,215,49.3,60.5,353700,5.4,5.6,60.3,0,4.58,1298 (USD),"$41,830 ",33.5,64.5,24.3,10.8,90.6,4.9,16.5,50.4
6037265602,2869,46.6,5.8,71.6,2.6,467,43.2,12.3,1069800,4.4,12.9,43.2,7.8,1.87,2694 (USD),"$111,659 ",26.6,80.5,8.1,56.1,81.1,77,57.7,41.7
6037293306,2532,39.1,44.1,32.6,9.8,276,52.4,67.7,520800,5.2,12.8,34.2,0,3.45,1385 (USD),"$84,260 ",31,83.6,3.3,25.1,88.6,26.9,45.8,31.7
6037276604,4431,31.4,13.7,49.2,14,781,46.4,17.5,574800,3.5,0,67.2,0,1.79,2054 (USD),"$76,554 ",29,86.5,11.8,60.9,80,59,71.8,20.9
6037276603,5265,36.6,15,57.8,6.9,720,48.8,1.7,538600,3.8,0,53.7,0,1.81,1987 (USD),"$79,688 ",28.8,85.7,5.4,54,75.5,65.3,77.4,18.9
6037269907,3097,31.9,24.9,34.1,15.5,533,52.3,2.7,492200,2.9,0.3,91.7,3.1,2.19,1452 (USD),"$63,919 ",29.1,74.8,15.1,44.8,86.2,51.3,58.5,35.2
6037269906,2953,33.4,20.3,46.8,7.1,557,50.6,1.6,550000,3.1,1.1,92.5,8.1,1.96,1666 (USD),"$75,434 ",29.3,79.2,9.2,60.6,84.3,72.1,59.8,26.9
6037267901,2235,65.4,1.3,69.9,0.8,540,52,3.7,1066900,4.4,1.3,18.1,0,1.44,2442 (USD),"$123,889 ",22.4,70.4,4.8,13.2,87,71,57.8,34.5
6037104108,5126,34,79,6,9.9,235,51,42.5,305000,4.7,2.3,55,2.5,2.77,1315 (USD),"$44,672 ",29.8,73.8,19.1,26.7,88.4,12.4,24.7,39.2
6037239701,4727,30.5,82.6,0.1,17.1,0,46.8,50.2,274200,4.3,43.8,74.1,0,4.28,1057 (USD),"$32,938 ",38.9,56.8,37.4,12.6,90.3,2.2,20.1,45.2
6037239602,3862,26.3,81,0.9,17.8,0,49.5,46.7,269600,4.3,23.4,78,3.4,4.05,1164 (USD),"$33,750 ",38.4,58.9,41.5,20.8,88.8,12.1,22.6,38.3
6037239601,3573,28,85.5,0.8,12.4,7,46.8,44.6,328600,4.1,32.4,78.5,7.3,4.29,1094 (USD),"$34,048 ",35.2,66,36.8,14.6,93.3,4.8,18.8,41.3
6037239502,3905,25.3,79.8,0.1,19.9,0,47.7,55.7,329900,4.2,30.8,57.8,0,4.19,1104 (USD),"$29,708 ",38.3,67.6,44.2,21.7,90.2,5.2,22.8,35.3
6037239501,3743,30.5,77.5,1.7,20.3,0,51.2,64.6,277400,4.3,39.2,60.5,1.6,3.8,978 (USD),"$37,692 ",34.9,67.1,25.1,20.2,90.5,4.3,26.8,41.4
6037111206,4717,46.6,26.3,49,1.3,809,53.9,95.9,602500,6.7,2.7,11.2,0,3.87,,"$105,259 ",36.1,73.7,3.6,29,93.7,35.2,70.3,26.3
6037109604,2900,34.8,48,28.6,2.5,530,50.3,76.4,413500,5.5,3.7,21.9,9.3,2.48,1207 (USD),"$76,154 ",27.7,79.7,10,34.5,92.5,21.4,43.7,30.5
6037109603,4444,39.2,65.7,18.5,2,565,46.2,57.1,396900,5,2.4,43.8,5.5,2.57,1329 (USD),"$53,750 ",27.9,80,17.6,32.4,89,19.1,32.3,48.4
6037106648,4393,29.8,97.2,1.8,0.4,14,51.6,46.1,376000,4.8,4.7,53.7,2.3,3.92,1104 (USD),"$57,743 ",26.2,74.3,22.4,27.7,91.7,7.7,12.2,52.1
6037106408,3645,27.5,87.3,4.5,1.9,216,49.3,4.7,273900,4.4,1.6,84.7,4.7,3.91,1339 (USD),"$46,038 ",28.8,73,20.7,23.1,81.8,6.3,15.9,42.3
6037106407,3086,32,68.9,14.3,11.3,137,47.8,1.5,222500,4.6,0,73.3,3.3,3.33,1443 (USD),"$33,681 ",39.1,79.3,28.1,19.6,90.4,13.2,35.4,31.8
6037106405,4563,32.4,72.7,17.5,6.8,82,48.1,35.4,352000,5.2,2.6,56.8,0,4.04,1337 (USD),"$54,688 ",27.6,77.9,29.9,24.6,87.9,9.3,37.1,25.5
6037104821,3425,30.6,87.2,4,2.6,188,50,61.7,374200,5,3.4,44.1,3.2,3.94,1392 (USD),"$52,625 ",28.1,72.1,21.4,26.3,96.4,9.4,18.5,37.9
6037104704,4294,29.4,78.2,5.1,11,245,47.7,24.5,183100,4.9,0,35.9,8.4,4.05,1514 (USD),"$53,145 ",37.6,86,21.9,19.8,89.6,14,25.6,42.9
6037104703,2268,29.9,93.2,3.9,2.2,0,57.6,38.1,288100,4.1,8.1,62.5,9.7,3.86,1365 (USD),"$40,921 ",25,66.2,29.1,12,80.8,7.3,13.7,44.2
6037104404,3046,29.4,92.8,1.1,4.6,28,56.3,71.4,349300,4.8,2.6,56.9,4.1,4.66,1399 (USD),"$54,242 ",24.7,69.7,22.7,18.6,92.3,4.7,11.9,45.9
6037104124,4317,41.1,52,29.4,10.8,197,51.6,77.5,375100,5.3,11.4,17.3,0,2.74,1447 (USD),"$81,078 ",36.7,69,5.1,43.4,87.8,29.3,51.4,25.4
6037113102,3033,49.7,13.9,66.5,2.7,387,50.6,99.6,817700,8.1,0,4.7,0,3.8,3031 (USD),"$141,250 ",32.2,78.8,5.5,41.9,90.2,51.9,71.1,22.6
6037113101,3671,47.1,23,58.2,2.9,520,45.8,94.6,597800,6.6,2,27.2,0,3.74,2783 (USD),"$106,923 ",31.2,80.5,4,30.6,94.8,36.6,62.8,27.3
6037226002,1807,33.7,47.6,27.7,12.6,95,70.1,2.2,382700,,60.7,88.5,5.2,1.78,645 (USD),"$27,750 ",28.6,30.3,34,27.9,68.6,34.8,47.4,33.8
6037226001,2443,26.2,92.2,0.2,7.6,0,50.8,46.3,348400,3.8,45.1,83.7,2.9,4.42,1146 (USD),"$38,882 ",31.5,42,40.4,34.3,95.5,6.1,7,43.9
6037222002,4573,34.8,73.7,1.4,23.2,7,52.8,54.6,408300,4.5,53.3,62.6,2.1,3.23,1143 (USD),"$41,625 ",34.4,60,20.7,28.5,94,9.4,30.3,44.7
6037267404,3273,34.9,14.1,61.5,3.8,417,52.5,1.8,785700,3.3,1.7,86.9,2.7,2.01,2022 (USD),"$87,813 ",23.8,69.3,17.2,56.6,74.6,64.9,49.6,37.6
6037113237,4163,44.3,26.3,47.2,7.7,441,48.5,53.8,672300,5.3,1.6,41.7,4.5,2.92,1854 (USD),"$77,297 ",37.5,68.4,5.2,34.5,89.6,36.5,62,24.6
6037102107,3862,49,28.2,58.9,2.5,362,51.2,81.6,594200,6.1,19.7,27.6,7.1,2.94,1056 (USD),"$76,875 ",32.4,81.3,16.8,41.1,90.8,32.8,55.2,29.6
6037131400,6244,36.4,47.3,25.1,6.4,1194,49.6,42.5,397100,4.8,0,52.5,0,2.88,1254 (USD),"$61,118 ",35.1,79.3,18.6,41.6,89.8,29.8,32.1,42.2
6037131900,4760,37.1,50.3,32.6,4.1,448,50.4,94.5,435800,5.1,1.9,24.3,0,3.71,2219 (USD),"$66,477 ",28.8,74.4,13.4,33.3,96.8,25.9,34.8,37.1
6037132300,7581,35.5,61.8,21.9,0.9,1003,48.1,33.3,394000,3.3,3.5,70.7,3.6,2.77,1120 (USD),"$40,607 ",28,64.3,24.5,32.2,93,23.4,22.9,48.9
6037133000,4460,42,41.8,38.4,3.7,621,50.3,81.1,408400,5,1.1,27.4,0,3.36,1649 (USD),"$71,250 ",32.9,76,18.6,22.4,95.5,21.7,40.5,38.2
6037134101,5276,38.9,41.6,19.7,5.2,1488,55.9,80.1,467800,5.6,3.9,34.8,0,4.53,1224 (USD),"$77,037 ",36.7,67.7,12.4,51.1,94.5,28,32.2,52.4
6037122410,3571,28.9,74.3,15.1,4.1,175,49.5,11.4,342400,3.1,2.3,90.5,3.3,3.21,1102 (USD),"$26,933 ",31,73.8,35.5,22.6,91.9,11.9,23.7,48.1
6037123103,4025,35.5,54.2,26.2,5,484,46.2,24.3,374600,3.8,1.7,69.5,0.7,2.61,1227 (USD),"$41,756 ",31.2,79.1,20.7,19.3,89.4,27,33.1,44.3
6037120020,4132,32.8,75.8,2.6,2.2,802,49.6,17.1,334800,3.7,2.6,85.9,2.2,3.78,1067 (USD),"$32,052 ",28.9,62.8,25.9,26.1,91,15.7,8.8,61.3
6037119900,5173,36.2,63.4,11.7,0.3,1249,45.9,88.1,378700,5.1,7.7,27.1,6.1,4.38,1233 (USD),"$76,157 ",31.6,73.2,10.1,29.6,89.1,18.9,16,56.1
6037120300,5521,39.2,65.7,12.3,1.1,1005,46.2,86,359300,5,0,23.1,22.1,3.91,1229 (USD),"$66,250 ",31.1,83.8,10.8,26.4,94.4,20.7,20.3,46.7
6037125600,2572,45.1,16.3,68.2,3,223,49.8,49.5,873600,4.8,15.3,51.4,10,1.98,1426 (USD),"$78,920 ",33.1,76.4,13,19.5,91.1,52.5,72.7,19.4
6037123410,4294,34.5,57.9,36.2,2.1,104,47.7,28.9,417100,3.5,2.2,75.6,2,3.35,1209 (USD),"$43,750 ",31.1,69,26.6,27.3,89.8,18.6,31.4,47.5
6037124700,5453,41,17.9,71.7,1.7,297,49.9,36.6,815600,4.6,4.7,53.6,0,2.15,1717 (USD),"$81,129 ",31.7,72.6,4.8,41.1,82.7,59.6,68.1,25.7
6037125320,5432,32.4,29.3,49.8,7.5,457,54.2,4.2,364300,2.9,3.5,94.6,2.9,1.95,1447 (USD),"$33,300 ",33,75.2,29.7,67.8,76.6,41.4,56.1,36
6037128210,5209,29.7,83.8,8.5,4.3,155,46,7.9,457900,3.6,12.2,95.7,2.8,3.38,1162 (USD),"$26,364 ",33.7,63.1,48.9,22.1,91,10.6,17.9,48.1
6037128220,3123,31.4,43.4,41.9,5.3,227,53.8,39,604800,3.6,0.6,72.5,5.6,2.65,1130 (USD),"$39,459 ",30.2,72.7,21.8,30.1,79.3,29.7,38.3,38.9
6037123601,4986,41,34.5,55,4.9,165,53.2,38.8,517600,4.2,4.4,65.2,1.7,2.51,1281 (USD),"$60,592 ",30.6,77.1,14.4,42.7,87.2,33.8,44.1,45.2
6037123510,4876,36.6,50.1,38.7,2.1,293,45.7,38.8,505500,4,0.7,70.2,1.7,2.92,1147 (USD),"$45,220 ",31.7,72.7,20.9,32.3,89.5,22.3,23.4,53.8
6037123520,2693,33.8,42.6,46,2.5,90,49.9,54,585400,4.7,2.6,55.2,4.1,2.94,1196 (USD),"$50,452 ",29.4,70.5,12.4,32.9,91.5,29.3,26.4,42.4
6037123700,4199,41.4,17.2,71.4,2.4,160,51.5,63.8,543800,4.5,1.5,45.9,4.5,1.99,1376 (USD),"$61,750 ",33.2,77.7,12.8,42.3,92.2,27.8,31.8,40.4
6037124102,3873,32.5,53.6,33.2,5.7,223,58,29.7,592200,3.6,6.7,75.6,5.4,2.9,1233 (USD),"$46,240 ",31.3,64.8,27.3,20.3,82.1,34.5,38.7,46.9
6037124201,3056,36,58.7,30,3.2,201,47.8,64.6,526000,4.6,1.8,50.4,0,2.6,1361 (USD),"$50,736 ",29.7,79.8,18,49.2,95.7,19.8,29.4,46.1
6037102104,3681,41.9,10.4,76.2,1.1,427,45.8,44.9,490900,5.5,0.8,27.1,0,2.88,2565 (USD),"$74,138 ",31.2,75.1,11.3,59.7,90.5,39,37.1,51.6
6037111205,4084,37.8,18.3,34.7,9,1463,49.8,44.2,487700,5.6,2,48,0,3.63,2173 (USD),"$71,380 ",32.9,78.3,5,34.2,85.8,42.6,46.7,39.6
6037108202,6898,44.5,11.1,34.5,4.5,3082,45.6,63.8,771600,5.4,0.7,38.4,4.6,1.77,1848 (USD),"$102,188 ",39.3,82.3,6.8,19.1,86.1,59.3,44.5,40.7
6037106649,2588,38.4,64.4,8.8,2.5,549,47.3,97.5,428900,6.2,1,18.3,0,4.07,1631 (USD),"$82,564 ",31.8,75.1,9.7,24.5,95.6,30.9,24,42.6
6037106646,3458,48.8,31,45.9,4.6,577,48,98.7,519600,6.4,0.7,12.5,0,3.57,2315 (USD),"$96,996 ",32.3,83.6,4,32.1,91.6,34,47,35.8
6037106406,5831,35.8,66.9,20.7,1.9,361,46.2,63.4,364100,5.8,2.5,25.9,0,4.12,1717 (USD),"$79,537 ",33.7,67.4,5.4,24.9,91,17,43.7,31.2
6037125200,3539,38.8,29.7,48.4,4.1,249,47.6,36.4,590400,3.6,20.7,64.1,3.7,1.9,1335 (USD),"$57,833 ",34.4,74.3,12.5,33.2,89.8,43.3,61.9,26.6
6037125310,5216,33.2,41.5,37.3,9.4,418,56.3,24.1,658900,3.3,9.5,78.9,4.7,2.41,1292 (USD),"$46,250 ",28.7,72.6,21.2,61.1,86.6,36.9,48.6,34
6037127210,5945,31.3,63.4,19,6.8,594,53.2,21.2,361100,3.4,3,73.1,1.3,3.2,1158 (USD),"$46,842 ",30.2,64.4,21.1,24.6,91.8,15.7,27.9,40.8
6037131020,6256,34.6,64.9,19.2,2.1,685,51,69.1,415900,4.8,2.9,47.4,2.7,3.12,1258 (USD),"$55,417 ",26.7,72.7,27.2,30.2,94.1,17.7,24.3,48.8
6037222600,5341,27,49.3,9.5,23.3,753,55.5,33.8,460900,4,39.3,84.2,4.9,3.07,1154 (USD),"$25,742 ",33,51.1,38.5,76.1,82.2,20.6,34.6,45.9
6037219010,3298,36.3,70.9,4,20.7,99,45.5,72.4,415100,5,58.1,43.7,1.3,3.24,1307 (USD),"$54,450 ",28.6,76.6,23,28.3,94,11.7,27.3,40.4
6037219020,4817,34.9,57.9,5.3,30.1,246,51.4,56.4,367500,4.3,53.7,57.4,0,2.97,997 (USD),"$36,350 ",32.2,66.6,26.9,22.5,89,17.1,38.6,34.9
6037125501,3282,33.7,27.4,57.3,7.4,186,52.6,21.7,519700,3.7,15,83.5,2.5,1.94,1324 (USD),"$42,315 ",30.8,73.2,12.5,38.3,81.2,35.7,61.4,27.9
6037125402,4141,34.1,21.7,57.5,6.8,403,52.5,12.3,527600,3.8,9.5,73.8,2.3,2.03,1553 (USD),"$63,898 ",29,75.6,12.8,56.3,82.5,49.2,68,25.6
